entry_date,exit_date,entry_time,exit_time,entry_price,exit_price,lots,gross_pnl,net_pnl,pnl_pct,exit_reason,regime,signal,bars_held
2023-08-03,2023-08-04,2023-08-03 15:25:00,2023-08-04 09:35:00,19394.45,19466.2,5,23318.75,23255.43125,0.3699511973786315,TRAILING_STOP,1,0.3639922222692148,5
2023-08-14,2023-08-14,2023-08-14 09:15:00,2023-08-14 09:20:00,19303.7,19269.9,3,-6590.999999999858,-6637.590999999858,-0.17509596605831665,STOP_LOSS,2,0.3261857371585458,1
2023-08-14,2023-08-14,2023-08-14 09:20:00,2023-08-14 09:50:00,19269.9,19299.7,2,3873.9999999999054,3830.1259999999056,0.15464532768721825,TRAILING_STOP,2,0.3348843359848075,6
2023-08-24,2023-08-25,2023-08-24 14:55:00,2023-08-25 09:15:00,19398.6,19272.2,3,-24647.999999999574,-24712.647999999575,-0.6515934139576971,STOP_LOSS,2,0.3203210905099272,8
2023-08-25,2023-08-25,2023-08-25 10:30:00,2023-08-25 11:55:00,19237.75,19308.15,2,9152.00000000019,9102.84800000019,0.365947161180499,TRAILING_STOP,2,0.32303665841185203,17
2023-08-31,2023-09-01,2023-08-31 15:00:00,2023-09-01 09:50:00,19248.3,19312.0,3,12421.500000000142,12369.078500000142,0.3309383166305634,TRAILING_STOP,2,0.3675397769853103,13
2023-09-14,2023-09-15,2023-09-14 15:20:00,2023-09-15 09:25:00,20103.8,20157.9,5,17582.50000000071,17524.91750000071,0.2691033535948536,TRAILING_STOP,1,0.3344747340622195,4
2023-09-28,2023-09-29,2023-09-28 14:55:00,2023-09-29 09:20:00,19521.7,19571.9,3,9789.000000000142,9739.211000000141,0.25714973593488644,TRAILING_STOP,2,0.34487168901911225,9
2023-10-05,2023-10-06,2023-10-05 15:20:00,2023-10-06 09:40:00,19559.65,19592.2,5,10578.749999999764,10528.171249999763,0.16641402070077568,TRAILING_STOP,1,0.32172885513535315,7
2023-10-19,2023-10-19,2023-10-19 09:15:00,2023-10-19 10:10:00,19538.7,19575.4,3,7156.500000000142,7109.343500000142,0.18783235322718875,TRAILING_STOP,2,0.33134544277212596,11
2023-10-19,2023-10-19,2023-10-19 10:35:00,2023-10-19 10:55:00,19558.75,19559.8,3,204.74999999985812,164.54524999985827,0.005368441234737764,REGIME_CHANGE,2,0.3232318160381539,4
2023-10-19,2023-10-20,2023-10-19 15:25:00,2023-10-20 09:15:00,19611.9,19562.35,3,-9662.250000000568,-9711.912250000569,-0.2526527261509742,STOP_LOSS,2,0.3291826584273319,1
2023-10-25,2023-10-25,2023-10-25 12:55:00,2023-10-25 13:20:00,19090.55,19113.55,3,4485.0,4440.515,0.12047845661858879,TRAILING_STOP,2,0.32001241122101975,5
2023-10-26,2023-10-26,2023-10-26 09:15:00,2023-10-26 09:20:00,19008.2,18975.0,3,-6474.000000000142,-6520.474000000142,-0.17466146189539636,STOP_LOSS,2,0.36787595237024107,1
